entityId	languageTag	alias
http://www.wikidata.org/entity/Q1032	ar	قائمة جزر النيجر
http://www.wikidata.org/entity/Q1032	ar	منطقة حضارية نيامي
http://www.wikidata.org/entity/Q1032	ar	نيجر
http://www.wikidata.org/entity/Q1032453	ar	الحضرموتية
http://www.wikidata.org/entity/Q1033	ar	جمهورية نيجيريا الاتحادية
http://www.wikidata.org/entity/Q103474	ar	٢٠٠١: أوديسة الفضاء (فيلم)
http://www.wikidata.org/entity/Q1036	ar	جمهورية أوغندا
http://www.wikidata.org/entity/Q1039	ar	جمهورية ساو تومي وبرينسيب الديمقراطية
http://www.wikidata.org/entity/Q1039	ar	ساو تومي وبرينسيبي
http://www.wikidata.org/entity/Q1041	ar	السنيغال
http://www.wikidata.org/entity/Q1041	ar	السينغال
http://www.wikidata.org/entity/Q1041	ar	السينيغال
http://www.wikidata.org/entity/Q1041	ar	جمهورية السنغال
http://www.wikidata.org/entity/Q1041	ar	سنغال
http://www.wikidata.org/entity/Q1041	ar	سنغالي
http://www.wikidata.org/entity/Q1041	ar	سينيغال
http://www.wikidata.org/entity/Q104123	ar	Pulp Fiction
http://www.wikidata.org/entity/Q1042	ar	جمهورية سيشل
http://www.wikidata.org/entity/Q1042	ar	سيشيل
http://www.wikidata.org/entity/Q104302	ar	تشورزوف
http://www.wikidata.org/entity/Q1044	ar	جمهورية سيراليون
http://www.wikidata.org/entity/Q1045	ar	جمهورية الصومال
http://www.wikidata.org/entity/Q1045	ar	جمهورية الصومال الديموقراطية
http://www.wikidata.org/entity/Q1045	ar	صومال
http://www.wikidata.org/entity/Q1047293	ar	جامعة كاليفورنيا في سانتا كروز
http://www.wikidata.org/entity/Q1049	ar	جمهورية السودان
http://www.wikidata.org/entity/Q1049708	ar	إي شارب
http://www.wikidata.org/entity/Q1049708	ar	A Sharp
http://www.wikidata.org/entity/Q1050	ar	سوازيلاند
http://www.wikidata.org/entity/Q1050	ar	مملكة إسواتيني
http://www.wikidata.org/entity/Q105037	ar	كالاو
http://www.wikidata.org/entity/Q105060	ar	سوسنوفييتش
http://www.wikidata.org/entity/Q105084	ar	جليفيتش
http://www.wikidata.org/entity/Q1052614	ar	جامعة الدولة يوتا
http://www.wikidata.org/entity/Q1052614	ar	جامعة يوتا الدولة
http://www.wikidata.org/entity/Q1052614	ar	جامعه ولايه يوتا
http://www.wikidata.org/entity/Q1052614	ar	Utah State University
http://www.wikidata.org/entity/Q1053535	ar	Processing
http://www.wikidata.org/entity/Q1056373	ar	جامعة غالوديت (جامعة)
http://www.wikidata.org/entity/Q106316	ar	مجتمع الشعراء الأموات
http://www.wikidata.org/entity/Q106316	ar	مجتمع الشعراء الموتى
http://www.wikidata.org/entity/Q1065414	ar	الجامعة الحرة باامستردام
http://www.wikidata.org/entity/Q10690	ar	كرديذ
http://www.wikidata.org/entity/Q10690	ar	كَرْدِيذ
http://www.wikidata.org/entity/Q10690	ar	كَرْدِيف
http://www.wikidata.org/entity/Q1070391	ar	اللغة السبئية
http://www.wikidata.org/entity/Q1070391	ar	سبأية
http://www.wikidata.org/entity/Q1070391	ar	لغة التقري
http://www.wikidata.org/entity/Q1070391	ar	لغة السبئية
http://www.wikidata.org/entity/Q1070391	ar	لغة سبئية
http://www.wikidata.org/entity/Q1070391	ar	لغه السبئيه
http://www.wikidata.org/entity/Q107106	ar	ياسترجيبي جروج
http://www.wikidata.org/entity/Q10713	ar	لوية
http://www.wikidata.org/entity/Q1072029	ar	جامعه ويلز
http://www.wikidata.org/entity/Q107401	ar	سبسطية (تركيا)
http://www.wikidata.org/entity/Q107401	ar	سيفاس
http://www.wikidata.org/entity/Q107401	ar	سيواس (تركيا)
http://www.wikidata.org/entity/Q1083	ar	ساليرنو
http://www.wikidata.org/entity/Q109116	ar	الديكتاتور المهيب
http://www.wikidata.org/entity/Q109116	ar	The Great Dictator
http://www.wikidata.org/entity/Q109386	ar	نامبو (مدينة)
http://www.wikidata.org/entity/Q11194	ar	سراي بوسنة
http://www.wikidata.org/entity/Q1122188	ar	ارومنتشيلا
http://www.wikidata.org/entity/Q112657	ar	باج
http://www.wikidata.org/entity/Q1137652	ar	جامعة ماستريخت
http://www.wikidata.org/entity/Q1138080	ar	جامعه كوفنتري
http://www.wikidata.org/entity/Q1144565	ar	جامعة اوميو
http://www.wikidata.org/entity/Q1145306	ar	جامعة كولكتا
http://www.wikidata.org/entity/Q115	ar	الجمهورية الفدرالية الديمقراطية لإثيوبيا
http://www.wikidata.org/entity/Q115	ar	جمهورية إثيوبيا الفيدرالية الديمقراطية
http://www.wikidata.org/entity/Q1156	ar	بومباي
http://www.wikidata.org/entity/Q116341	ar	كورتشه
http://www.wikidata.org/entity/Q1165865	ar	جامعة أمام حسين
http://www.wikidata.org/entity/Q1165865	ar	جامعة امام حسين
http://www.wikidata.org/entity/Q117	ar	جمهورية غانا
http://www.wikidata.org/entity/Q11736	ar	بلدية تيانجين
http://www.wikidata.org/entity/Q11736	ar	تيانجن
http://www.wikidata.org/entity/Q11736	ar	天津
http://www.wikidata.org/entity/Q11739	ar	لاہور
http://www.wikidata.org/entity/Q11739	ar	لهور
http://www.wikidata.org/entity/Q1187271	ar	جامعة هونغ كونغ المتعددة التكنولوجية
http://www.wikidata.org/entity/Q1188786	ar	جامعة كيوشو الإمبراطورية
http://www.wikidata.org/entity/Q1190852	ar	جامعة الجزائر - بن يوسف بن خـدة
http://www.wikidata.org/entity/Q1190852	ar	جامعه الجزائر
http://www.wikidata.org/entity/Q1193547	ar	جامعة تولان
http://www.wikidata.org/entity/Q11959	ar	اللقنت
http://www.wikidata.org/entity/Q11959	ar	أليقنت
http://www.wikidata.org/entity/Q11959	ar	اليقنت
http://www.wikidata.org/entity/Q11959	ar	أليكانته
http://www.wikidata.org/entity/Q11959	ar	أليكانتى
http://www.wikidata.org/entity/Q11959	ar	اليكانتى
http://www.wikidata.org/entity/Q11959	ar	اليكانتي
http://www.wikidata.org/entity/Q11959	ar	أليكنت
http://www.wikidata.org/entity/Q11977	ar	تيخي
http://www.wikidata.org/entity/Q1202039	ar	كلية رويال هولواي, جامعة لندن
http://www.wikidata.org/entity/Q1218	ar	القدس الشريف
http://www.wikidata.org/entity/Q1218	ar	أورسالم
http://www.wikidata.org/entity/Q1218	ar	أورشليم
http://www.wikidata.org/entity/Q1218	ar	أورشليم القدس
http://www.wikidata.org/entity/Q1218	ar	أولى القبلتين
http://www.wikidata.org/entity/Q1218	ar	بيت المقدس
http://www.wikidata.org/entity/Q1218	ar	مدينة القدس
http://www.wikidata.org/entity/Q12191529	ar	القواسم في لنجة
http://www.wikidata.org/entity/Q122803	ar	إرزوروم
http://www.wikidata.org/entity/Q122803	ar	ارزوروم
http://www.wikidata.org/entity/Q122803	ar	أرض روم
http://www.wikidata.org/entity/Q122803	ar	ارض روم
http://www.wikidata.org/entity/Q122803	ar	ارضروم
http://www.wikidata.org/entity/Q122803	ar	الأرضروم
http://www.wikidata.org/entity/Q12292	ar	فياريال مقاطعة
http://www.wikidata.org/entity/Q123196	ar	اسديروت
http://www.wikidata.org/entity/Q123196	ar	سيديروت
http://www.wikidata.org/entity/Q1232428	ar	UPV/EHU
http://www.wikidata.org/entity/Q123709	ar	Dundee
http://www.wikidata.org/entity/Q123885	ar	الجمعيه الملكيه
http://www.wikidata.org/entity/Q123885	ar	المجتمع الملكي
http://www.wikidata.org/entity/Q123885	ar	جمعية الملكية
http://www.wikidata.org/entity/Q123885	ar	رجل من المجتمع الملكي
http://www.wikidata.org/entity/Q12432	ar	جامعة متشيغان التقنية
http://www.wikidata.org/entity/Q12432	ar	جامعة ميشيغان التكنولوجية
http://www.wikidata.org/entity/Q12432	ar	كلية ميشيغان للتعدين والتقنية
http://www.wikidata.org/entity/Q12432	ar	ميشيغان تك
http://www.wikidata.org/entity/Q1243705	ar	جامعة مودينا
http://www.wikidata.org/entity/Q1245318	ar	جامعة مسينة
http://www.wikidata.org/entity/Q1245318	ar	جامعة ميسينا
http://www.wikidata.org/entity/Q1246	ar	جمهورية كوسوفو
http://www.wikidata.org/entity/Q1246	ar	قوصوة
http://www.wikidata.org/entity/Q1246	ar	كوسوفا
http://www.wikidata.org/entity/Q124739	ar	تيهوانا
http://www.wikidata.org/entity/Q1247544	ar	جامعة ويست منستر
http://www.wikidata.org/entity/Q1247544	ar	جامعة ويستمنستر
http://www.wikidata.org/entity/Q1248821	ar	جامعة قطانية
http://www.wikidata.org/entity/Q125076	ar	المتشرد المليونير
http://www.wikidata.org/entity/Q125076	ar	المليونير المشرد
http://www.wikidata.org/entity/Q125076	ar	مليونير العشوائيات
http://www.wikidata.org/entity/Q125076	ar	Slumdog Millionaire
http://www.wikidata.org/entity/Q125434	ar	بورت اليزابيث
http://www.wikidata.org/entity/Q125434	ar	بورت إيلزابيث
http://www.wikidata.org/entity/Q126084	ar	عكو
http://www.wikidata.org/entity/Q126084	ar	مدينة عكا
http://www.wikidata.org/entity/Q126148	ar	جماعة طنجة
http://www.wikidata.org/entity/Q126148	ar	طنجه
http://www.wikidata.org/entity/Q126148	ar	Tanger
http://www.wikidata.org/entity/Q1262143	ar	عربى جوبا
http://www.wikidata.org/entity/Q1262143	ar	عربي جوبا
http://www.wikidata.org/entity/Q1262143	ar	لهجة جوبا
http://www.wikidata.org/entity/Q126269	ar	وولفرهامبتن
http://www.wikidata.org/entity/Q126415	ar	كوباني
http://www.wikidata.org/entity/Q1265294	ar	جامع السنكوري
http://www.wikidata.org/entity/Q1265294	ar	جامع تمبكتو الكبير
http://www.wikidata.org/entity/Q1265294	ar	جامعة سانكوري
http://www.wikidata.org/entity/Q1265294	ar	مسجد سنغور
http://www.wikidata.org/entity/Q126805	ar	سانت كاثرين، أونتاريو
http://www.wikidata.org/entity/Q127063	ar	كارس
http://www.wikidata.org/entity/Q127367	ar	سيد الخواتم: رفقه الخاتم
http://www.wikidata.org/entity/Q127367	ar	The Lord of the Rings: The Fellowship of the Ring
http://www.wikidata.org/entity/Q127437572	ar	العَرَنْجِيَّة
http://www.wikidata.org/entity/Q128147	ar	كينغستون أبون هل
http://www.wikidata.org/entity/Q128147	ar	كينغيستون أبون هول
http://www.wikidata.org/entity/Q128147	ar	هل
http://www.wikidata.org/entity/Q128147	ar	هول
http://www.wikidata.org/entity/Q1283865	ar	لغة البرمجة آس
http://www.wikidata.org/entity/Q1283865	ar	لغة البرمجة أس
http://www.wikidata.org/entity/Q128518	ar	جلادييتور
http://www.wikidata.org/entity/Q128518	ar	غلاديايتر
http://www.wikidata.org/entity/Q129421	ar	جامعة كاليفورنيا في دافيس
http://www.wikidata.org/entity/Q129421	ar	جامعة كاليفورنيا في ديفيز
http://www.wikidata.org/entity/Q129421	ar	جامعة كاليفورنيا، ديفيس
http://www.wikidata.org/entity/Q1294439	ar	صلاله
http://www.wikidata.org/entity/Q129649	ar	إزميت
http://www.wikidata.org/entity/Q129649	ar	إِزْمِيدُ
http://www.wikidata.org/entity/Q130191	ar	نورويش
http://www.wikidata.org/entity/Q130191	ar	نوريش
http://www.wikidata.org/entity/Q130469	ar	مزارشريف
http://www.wikidata.org/entity/Q130514	ar	اثار الاقصر
http://www.wikidata.org/entity/Q130514	ar	أقصر
http://www.wikidata.org/entity/Q130514	ar	مدينة الأقصر
http://www.wikidata.org/entity/Q130800	ar	بابيت
http://www.wikidata.org/entity/Q131074	ar	سيد الخواتم: عوده الملك
http://www.wikidata.org/entity/Q131074	ar	The Lord of the Rings: The Return of the King
http://www.wikidata.org/entity/Q131127	ar	بانيالوكا
http://www.wikidata.org/entity/Q131127	ar	بنيا لوكا
http://www.wikidata.org/entity/Q131127	ar	بنيالوكا
http://www.wikidata.org/entity/Q131128	ar	برونو آم إن
http://www.wikidata.org/entity/Q131182	ar	ذا فايم
http://www.wikidata.org/entity/Q131182	ar	The Fame
http://www.wikidata.org/entity/Q131233	ar	بايريكي
http://www.wikidata.org/entity/Q131287560	ar	الفارسية الكلاسيكية
http://www.wikidata.org/entity/Q131323	ar	مسراتا
http://www.wikidata.org/entity/Q131323	ar	مصراته
http://www.wikidata.org/entity/Q131390	ar	٣٠٠
http://www.wikidata.org/entity/Q131495	ar	شيرناك
http://www.wikidata.org/entity/Q131588685	ar	الإمارة القاسمية
http://www.wikidata.org/entity/Q131588685	ar	الدولة القاسمية
http://www.wikidata.org/entity/Q131612	ar	واينر نوستادت
http://www.wikidata.org/entity/Q131623074	ar	جامعه الأقصى
http://www.wikidata.org/entity/Q131638	ar	أشقودرة
http://www.wikidata.org/entity/Q131638	ar	شكودر
http://www.wikidata.org/entity/Q131694	ar	مدينة عدن
http://www.wikidata.org/entity/Q131818	ar	مدينة وهران
http://www.wikidata.org/entity/Q1321	ar	إسبانية
http://www.wikidata.org/entity/Q1321	ar	اللغة الإسبانية
http://www.wikidata.org/entity/Q1321	ar	اللغة الاسبانية
http://www.wikidata.org/entity/Q1321	ar	لغة إسبانية
http://www.wikidata.org/entity/Q132444522	ar	اللهجة الرقاوية السورية
http://www.wikidata.org/entity/Q132444522	ar	رقاوية
http://www.wikidata.org/entity/Q132444522	ar	لهجة رقاوية
http://www.wikidata.org/entity/Q132671	ar	بو (فرنسا)
http://www.wikidata.org/entity/Q132689	ar	كازابلانكا
http://www.wikidata.org/entity/Q132754	ar	أربیل
http://www.wikidata.org/entity/Q132754	ar	اربيل
http://www.wikidata.org/entity/Q132754	ar	هولير
http://www.wikidata.org/entity/Q132754	ar	ھةولیر
http://www.wikidata.org/entity/Q132754	ar	ھەولیر
http://www.wikidata.org/entity/Q13283	ar	سقطرية
http://www.wikidata.org/entity/Q13307	ar	اللغة الناوروية
http://www.wikidata.org/entity/Q13307	ar	لغة ناورونية
http://www.wikidata.org/entity/Q13307	ar	ناورونية
http://www.wikidata.org/entity/Q13310	ar	ناڤاهو
http://www.wikidata.org/entity/Q13310	ar	نڤهو
http://www.wikidata.org/entity/Q133116	ar	هميلتون
http://www.wikidata.org/entity/Q133116	ar	هميلتون، أنتاريو
http://www.wikidata.org/entity/Q133118	ar	اورفة
http://www.wikidata.org/entity/Q133118	ar	أورهاي
http://www.wikidata.org/entity/Q133123	ar	باتراس
http://www.wikidata.org/entity/Q133123	ar	باتراي
http://www.wikidata.org/entity/Q133123	ar	باتري، أهيا
http://www.wikidata.org/entity/Q133123	ar	بطراس
http://www.wikidata.org/entity/Q133132	ar	كومونه باريس
http://www.wikidata.org/entity/Q133132	ar	كوميونة باريس
http://www.wikidata.org/entity/Q13318	ar	إمبريا
http://www.wikidata.org/entity/Q13318	ar	إمبيريا
http://www.wikidata.org/entity/Q13320	ar	سافونا
http://www.wikidata.org/entity/Q13324	ar	مينانغكاباو
http://www.wikidata.org/entity/Q13329	ar	بياتشنزا
http://www.wikidata.org/entity/Q13329	ar	بيتشنزا
http://www.wikidata.org/entity/Q1333399	ar	جامعه ليستر
http://www.wikidata.org/entity/Q13336	ar	مغولية
http://www.wikidata.org/entity/Q13349	ar	مون
http://www.wikidata.org/entity/Q13356	ar	طبري
http://www.wikidata.org/entity/Q13356	ar	لغة الطبري
http://www.wikidata.org/entity/Q13356	ar	مازندرانية
http://www.wikidata.org/entity/Q13361	ar	مهرية
http://www.wikidata.org/entity/Q13364	ar	رافينا
http://www.wikidata.org/entity/Q133654	ar	The Silence of the Lambs
http://www.wikidata.org/entity/Q133678	ar	لغة أوطاوا
http://www.wikidata.org/entity/Q13389	ar	الباشكيرية
http://www.wikidata.org/entity/Q13389	ar	البشقيرية
http://www.wikidata.org/entity/Q13389	ar	البشكيرية
http://www.wikidata.org/entity/Q13389	ar	اللغة الباشقيرية
http://www.wikidata.org/entity/Q13389	ar	اللغة البشكيرية
http://www.wikidata.org/entity/Q134287	ar	طَرَسُوسُ
http://www.wikidata.org/entity/Q134287	ar	قضاء طرسوس
http://www.wikidata.org/entity/Q134291	ar	ميرسين
http://www.wikidata.org/entity/Q134509	ar	المدينة الباسلة
http://www.wikidata.org/entity/Q134509	ar	بور سعيد
http://www.wikidata.org/entity/Q134509	ar	بور سعيد (مدينة)
http://www.wikidata.org/entity/Q134509	ar	بورسعيد (مدينة)
http://www.wikidata.org/entity/Q134509	ar	مدينة بورسعيد
http://www.wikidata.org/entity/Q134514	ar	سويس
http://www.wikidata.org/entity/Q134514	ar	مدينة السويس
http://www.wikidata.org/entity/Q134514	ar	Suez
http://www.wikidata.org/entity/Q13464	ar	فدجا
http://www.wikidata.org/entity/Q13464	ar	فوجا
http://www.wikidata.org/entity/Q13464	ar	فوجة
http://www.wikidata.org/entity/Q13464	ar	فوجيا
http://www.wikidata.org/entity/Q13464	ar	فوجييا
http://www.wikidata.org/entity/Q134672	ar	إكزتر
http://www.wikidata.org/entity/Q134672	ar	اكستر
http://www.wikidata.org/entity/Q134672	ar	اكسيتر
http://www.wikidata.org/entity/Q13470	ar	بارليتا
http://www.wikidata.org/entity/Q134703	ar	قهرمان مرعش
http://www.wikidata.org/entity/Q134703	ar	Kahramanmaraş
http://www.wikidata.org/entity/Q134773	ar	فورست كمب
http://www.wikidata.org/entity/Q13486	ar	أندريا
http://www.wikidata.org/entity/Q134902	ar	ستوك
http://www.wikidata.org/entity/Q134902	ar	ستوك أون ترنت
http://www.wikidata.org/entity/Q134902	ar	ستوك-اون-ترينت
http://www.wikidata.org/entity/Q13498	ar	تارانتو
http://www.wikidata.org/entity/Q13498	ar	طارنطس
http://www.wikidata.org/entity/Q1354097	ar	جامعة كابول
http://www.wikidata.org/entity/Q1359171	ar	REBOL
http://www.wikidata.org/entity/Q136217	ar	أرزينجان
http://www.wikidata.org/entity/Q136217	ar	إرزينكان
http://www.wikidata.org/entity/Q136217	ar	ارزينكان
http://www.wikidata.org/entity/Q13625	ar	فيبو فالنتيا
http://www.wikidata.org/entity/Q13629	ar	ساساري
http://www.wikidata.org/entity/Q13666	ar	ميسينا
http://www.wikidata.org/entity/Q13670	ar	سَرَقُوسَة
http://www.wikidata.org/entity/Q13670	ar	سيراقوسة
http://www.wikidata.org/entity/Q13670	ar	سيراكوز
http://www.wikidata.org/entity/Q13678	ar	أغريجنتو
http://www.wikidata.org/entity/Q13678	ar	جرجنت
http://www.wikidata.org/entity/Q13678	ar	كركنت
http://www.wikidata.org/entity/Q13678	ar	كِرْكَنْت
http://www.wikidata.org/entity/Q138986	ar	زبيد (مدينه)
http://www.wikidata.org/entity/Q138986	ar	زبيد، الحديدة
http://www.wikidata.org/entity/Q13955	ar	اللغة العربي
http://www.wikidata.org/entity/Q13955	ar	اللغة العربية
http://www.wikidata.org/entity/Q13955	ar	عربي
http://www.wikidata.org/entity/Q13955	ar	عربية
http://www.wikidata.org/entity/Q13955	ar	لغة الضاد
http://www.wikidata.org/entity/Q13955	ar	لغة القرآن
http://www.wikidata.org/entity/Q13955	ar	لغة عربي
http://www.wikidata.org/entity/Q13955	ar	لغة عربية
http://www.wikidata.org/entity/Q140304	ar	بنها
http://www.wikidata.org/entity/Q140304	ar	مدينة بنها
http://www.wikidata.org/entity/Q1410	ar	جبرلتار
http://www.wikidata.org/entity/Q1410	ar	جبل طارق (منطقة حكم ذاتي)
http://www.wikidata.org/entity/Q1410	ar	جبلرتار
http://www.wikidata.org/entity/Q1410	ar	جيبرالتار
http://www.wikidata.org/entity/Q1410	ar	محمية جبل طارق
http://www.wikidata.org/entity/Q1410	ar	مستعمرة جبل طارق
http://www.wikidata.org/entity/Q1411245	ar	T-SQL
http://www.wikidata.org/entity/Q1411875	ar	البرمجة السلمية
http://www.wikidata.org/entity/Q1411875	ar	برمجه سلميه
http://www.wikidata.org/entity/Q1420239	ar	جامعة تيمبل
http://www.wikidata.org/entity/Q1430113	ar	المعهد الوطني للغات والحضارات الشرقية بباريس
http://www.wikidata.org/entity/Q1430113	ar	مدرسة اللغات الشرقية الحية بباريس
http://www.wikidata.org/entity/Q1430113	ar	مدرسة اللغات الشرقية بباريس
http://www.wikidata.org/entity/Q1430113	ar	معهد اللغات والحضارات الشرقية
http://www.wikidata.org/entity/Q1430113	ar	INALCO
http://www.wikidata.org/entity/Q144488	ar	جامعة فرصوفيا
http://www.wikidata.org/entity/Q145	ar	المملكة المتحدة في بريطانيا وشمال إيرلندا
http://www.wikidata.org/entity/Q145	ar	المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية
http://www.wikidata.org/entity/Q145	ar	بريطانيا العظمى
http://www.wikidata.org/entity/Q1472213	ar	لغات شمال الجزيرة العربية القديمة
http://www.wikidata.org/entity/Q1472213	ar	لغة عربية شمالية
http://www.wikidata.org/entity/Q1477607	ar	جامعه البصره
http://www.wikidata.org/entity/Q147975	ar	زاريا ()
http://www.wikidata.org/entity/Q148	ar	الصين الشعبية
http://www.wikidata.org/entity/Q148	ar	جمهورية الصين الشعبية
http://www.wikidata.org/entity/Q1489	ar	مدينة المكسيك
http://www.wikidata.org/entity/Q1489	ar	ميكسيكو سيتي
http://www.wikidata.org/entity/Q1489	ar	ميهكو سيتي
http://www.wikidata.org/entity/Q1494353	ar	UA
http://www.wikidata.org/entity/Q1494353	ar	UNAIR
http://www.wikidata.org/entity/Q1494353	ar	University Airlangga
http://www.wikidata.org/entity/Q1496597	ar	فيلي
http://www.wikidata.org/entity/Q1496597	ar	كردي خوارين
http://www.wikidata.org/entity/Q1496597	ar	كردية جنوبية
http://www.wikidata.org/entity/Q1496597	ar	لهجة فيلية
http://www.wikidata.org/entity/Q1496662	ar	جامعة الغازي
http://www.wikidata.org/entity/Q149990	ar	جامعة روتشيستر
http://www.wikidata.org/entity/Q149990	ar	جامعة روشستر
http://www.wikidata.org/entity/Q150	ar	اللغة الفرنسية
http://www.wikidata.org/entity/Q150	ar	فرنسية
http://www.wikidata.org/entity/Q150	ar	لغة فرنسية
http://www.wikidata.org/entity/Q15085	ar	البِيمَنْتِيَّةُ
http://www.wikidata.org/entity/Q15085	ar	اللغة البيمنتية
http://www.wikidata.org/entity/Q15092	ar	قسطلونة، بلنسية
http://www.wikidata.org/entity/Q15142	ar	جامعة ماساشوستس، أمهيرست
http://www.wikidata.org/entity/Q1515	ar	آبيجان
http://www.wikidata.org/entity/Q1515	ar	أبيجان
http://www.wikidata.org/entity/Q1515	ar	ابيجان
http://www.wikidata.org/entity/Q1515	ar	ابيدجان
http://www.wikidata.org/entity/Q1519	ar	أبوظبي
http://www.wikidata.org/entity/Q1519	ar	بوظبي
http://www.wikidata.org/entity/Q152368	ar	بيت شان
http://www.wikidata.org/entity/Q1523902	ar	جامعة أيوان كوزا
http://www.wikidata.org/entity/Q152396	ar	ديمونه
http://www.wikidata.org/entity/Q15241057	ar	.m
http://www.wikidata.org/entity/Q15241057	ar	.nb
http://www.wikidata.org/entity/Q15241057	ar	.wl
http://www.wikidata.org/entity/Q152467	ar	بني براق
http://www.wikidata.org/entity/Q152491	ar	هرزيلية
http://www.wikidata.org/entity/Q1524992	ar	الجامعة الإسلامية العالمية بماليزيا
http://www.wikidata.org/entity/Q152902	ar	تنگا
http://www.wikidata.org/entity/Q1542386	ar	جامعة روسكيلده
http://www.wikidata.org/entity/Q1546906	ar	جامعة كا فوسكاري
http://www.wikidata.org/entity/Q1546906	ar	جامعة كا فوسكاري في البندقية
http://www.wikidata.org/entity/Q1547448	ar	TECO
http://www.wikidata.org/entity/Q154755	ar	أدا
http://www.wikidata.org/entity/Q154755	ar	ادا 95
http://www.wikidata.org/entity/Q154797	ar	البرلمان الألماني
