entityId	languageTag	label	description	typeId	typeLabel	sitelinks	arwikiUrl
http://www.wikidata.org/entity/Q1009	ar	الكاميرون	دولة في وسط إفريقيا غربا	Q6256	country	314	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%8A%D8%B1%D9%88%D9%86
http://www.wikidata.org/entity/Q1011	ar	الرأس الأخضر	دولة جزرية في غرب أفريقيا بالمحيط الأطلسي	Q6256	country	287	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B1%D8%A3%D8%B3_%D8%A7%D9%84%D8%A3%D8%AE%D8%B6%D8%B1
http://www.wikidata.org/entity/Q1012	ar	تسليه		Q515	city	81	https://ar.wikipedia.org/wiki/%D8%AA%D8%B3%D9%84%D9%8A%D9%87
http://www.wikidata.org/entity/Q101254	ar	نيوبورت		Q515	city	91	https://ar.wikipedia.org/wiki/%D9%86%D9%8A%D9%88%D8%A8%D9%88%D8%B1%D8%AA
http://www.wikidata.org/entity/Q1013	ar	ليسوتو	دولة في أفريقيا الجنوبية محاطة بدولة جنوب أفريقيا	Q6256	country	279	https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D8%B3%D9%88%D8%AA%D9%88
http://www.wikidata.org/entity/Q1014	ar	ليبيريا	دولة في غرب أفريقيا	Q6256	country	291	https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D8%A8%D9%8A%D8%B1%D9%8A%D8%A7
http://www.wikidata.org/entity/Q101418	ar	لوبامبا	العاصمة التشريعية لإسواتيني	Q515	city	95	https://ar.wikipedia.org/wiki/%D9%84%D9%88%D8%A8%D8%A7%D9%85%D8%A8%D8%A7
http://www.wikidata.org/entity/Q1015	ar	كوبر		Q515	city	85	https://ar.wikipedia.org/wiki/%D9%83%D9%88%D8%A8%D8%B1_(%D8%B3%D9%84%D9%88%D9%81%D9%8A%D9%86%D9%8A%D8%A7)
http://www.wikidata.org/entity/Q101530	ar	فيالون		Q515	city	69	https://ar.wikipedia.org/wiki/%D9%81%D9%8A%D8%A7%D9%84%D9%88%D9%86
http://www.wikidata.org/entity/Q1016	ar	ليبيا	دولة في شمالي إفريقيا	Q6256	country	331	https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7
http://www.wikidata.org/entity/Q10179	ar	اللغة الزولوية	لغة شعب الزولو	Q34770	language	124	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%B2%D9%88%D9%84%D9%88%D9%8A%D8%A9
http://www.wikidata.org/entity/Q1019	ar	مدغشقر	دولة جزرية في جنوب شرق أفريقيا بالمحيط الهندي	Q6256	country	317	https://ar.wikipedia.org/wiki/%D9%85%D8%AF%D8%BA%D8%B4%D9%82%D8%B1
http://www.wikidata.org/entity/Q10199	ar	اللغة الزازاكية	لغة هندو أوروبية	Q34770	language	121	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%B2%D8%A7%D8%B2%D8%A7%D9%83%D9%8A%D8%A9
http://www.wikidata.org/entity/Q1020	ar	ملاوي	دولة في جنوب شرق أفريقيا	Q6256	country	296	https://ar.wikipedia.org/wiki/%D9%85%D9%84%D8%A7%D9%88%D9%8A
http://www.wikidata.org/entity/Q1021	ar	كراني	مدينة تقع في سلوفينيا	Q515	city	76	https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D8%A7%D9%86%D9%8A
http://www.wikidata.org/entity/Q102225	ar	هاري بوتر وكأس النار	فيلم أُصدر سنة 2005، من إخراج مايك نيويل	Q11424	film	90	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%8A_%D8%A8%D9%88%D8%AA%D8%B1_%D9%88%D9%83%D8%A3%D8%B3_%D8%A7%D9%84%D9%86%D8%A7%D8%B1_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q1022268	ar	سي++/سي إل آي		Q9143	programming language	15	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%2B%2B/%D8%B3%D9%8A_%D8%A5%D9%84_%D8%A2%D9%8A
http://www.wikidata.org/entity/Q102235	ar	هاري بوتر وجماعة العنقاء	فيلم أُصدر سنة 2007، من إخراج دايفيد ييتس	Q11424	film	88	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%8A_%D8%A8%D9%88%D8%AA%D8%B1_%D9%88%D8%AC%D9%85%D8%A7%D8%B9%D8%A9_%D8%A7%D9%84%D8%B9%D9%86%D9%82%D8%A7%D8%A1_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q102244	ar	هاري بوتر وحجرة الأسرار	فيلم أُصدر سنة 2002، من إخراج كريس كولومبوس	Q11424	film	94	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%8A_%D8%A8%D9%88%D8%AA%D8%B1_%D9%88%D8%AD%D8%AC%D8%B1%D8%A9_%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%A7%D8%B1_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q1022488	ar	برايتون أند هوف	مدينة في منطقة جنوب شرق إنجلترا	Q515	city	61	https://ar.wikipedia.org/wiki/%D8%A8%D8%B1%D8%A7%D9%8A%D8%AA%D9%88%D9%86_%D8%A3%D9%86%D8%AF_%D9%87%D9%88%D9%81
http://www.wikidata.org/entity/Q102317	ar	كيلسي	مدينة في بولندا	Q515	city	89	https://ar.wikipedia.org/wiki/%D9%83%D9%8A%D9%84%D8%B3%D9%8A
http://www.wikidata.org/entity/Q102350	ar	بيطوم		Q515	city	80	https://ar.wikipedia.org/wiki/%D8%A8%D9%8A%D8%B7%D9%88%D9%85
http://www.wikidata.org/entity/Q102397	ar	ميشكولتس		Q515	city	108	https://ar.wikipedia.org/wiki/%D9%85%D9%8A%D8%B4%D9%83%D9%88%D9%84%D8%AA%D8%B3
http://www.wikidata.org/entity/Q1023991	ar	كومال		Q9143	programming language	13	https://ar.wikipedia.org/wiki/%D9%83%D9%88%D9%85%D8%A7%D9%84_(%D9%84%D8%BA%D8%A9_%D8%A8%D8%B1%D9%85%D8%AC%D8%A9)
http://www.wikidata.org/entity/Q102438	ar	هاري بوتر وحجر الفيلسوف	فيلم أُصدر سنة 2001، من إخراج كريس كولومبوس	Q11424	film	99	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%8A_%D8%A8%D9%88%D8%AA%D8%B1_%D9%88%D8%AD%D8%AC%D8%B1_%D8%A7%D9%84%D9%81%D9%8A%D9%84%D8%B3%D9%88%D9%81_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q102448	ar	هاري بوتر وسجين أزكابان	فيلم أُصدر سنة 2004، من إخراج ألفونسو كوارون	Q11424	film	90	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%8A_%D8%A8%D9%88%D8%AA%D8%B1_%D9%88%D8%B3%D8%AC%D9%8A%D9%86_%D8%A3%D8%B2%D9%83%D8%A7%D8%A8%D8%A7%D9%86_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q102469	ar	أبازا		Q515	city	53	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D8%A7%D8%B2%D8%A7_(%D8%AE%D9%82%D8%A7%D8%B3%D9%8A%D8%A7)
http://www.wikidata.org/entity/Q1025	ar	موريتانيا	دولة عربية في شمال غرب أفريقيا	Q6256	country	303	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7
http://www.wikidata.org/entity/Q102682	ar	أبدولينو		Q515	city	51	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D8%AF%D9%88%D9%84%D9%8A%D9%86%D9%88
http://www.wikidata.org/entity/Q1027	ar	موريشيوس	دولة جزرية في المحيط الهندي و شرق أفريقيا	Q6256	country	281	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B1%D9%8A%D8%B4%D9%8A%D9%88%D8%B3
http://www.wikidata.org/entity/Q102737	ar	أغيديل	مدينة روسية في الكيان الفدرالي الروسي باشكورستان.	Q515	city	62	https://ar.wikipedia.org/wiki/%D8%A3%D8%BA%D9%8A%D8%AF%D9%8A%D9%84
http://www.wikidata.org/entity/Q1028	ar	المغرب	دولة في شمال إفريقيا	Q6256	country	330	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8
http://www.wikidata.org/entity/Q1029	ar	موزمبيق	دولة في جنوب شرق أفريقيا	Q6256	country	302	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%85%D8%A8%D9%8A%D9%82
http://www.wikidata.org/entity/Q1030	ar	ناميبيا	دولة في جنوب غرب أفريقيا	Q6256	country	315	https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D9%85%D9%8A%D8%A8%D9%8A%D8%A7
http://www.wikidata.org/entity/Q103011	ar	قورنثوس	بلدة ساحلية في بيلوبونيز ، اليونان	Q515	city	96	https://ar.wikipedia.org/wiki/%D9%82%D9%88%D8%B1%D9%86%D8%AB%D9%88%D8%B3
http://www.wikidata.org/entity/Q1031803	ar	جامعة روما تور فيرغاتا	جامعة في روما، إيطاليا	Q3918	university	25	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B1%D9%88%D9%85%D8%A7_%D8%AA%D9%88%D8%B1_%D9%81%D9%8A%D8%B1%D8%BA%D8%A7%D8%AA%D8%A7
http://www.wikidata.org/entity/Q1032	ar	النيجر	دولة في غرب أفريقيا	Q6256	country	302	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D9%8A%D8%AC%D8%B1
http://www.wikidata.org/entity/Q1032453	ar	اللغة الحضرمية	لغة عربية جنوبية قديمة	Q34770	language	9	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%AD%D8%B6%D8%B1%D9%85%D9%8A%D8%A9
http://www.wikidata.org/entity/Q1033	ar	نيجيريا	دولة في غرب إفريقيا	Q6256	country	349	https://ar.wikipedia.org/wiki/%D9%86%D9%8A%D8%AC%D9%8A%D8%B1%D9%8A%D8%A7
http://www.wikidata.org/entity/Q103474	ar	2001: ملحمة الفضاء	فيلم أُصدر سنة 1968، من إخراج ستانلي كوبريك	Q11424	film	90	https://ar.wikipedia.org/wiki/2001:_%D9%85%D9%84%D8%AD%D9%85%D8%A9_%D8%A7%D9%84%D9%81%D8%B6%D8%A7%D8%A1_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q103569	ar	فضائي	فيلم أُصدر سنة 1979، من إخراج ريدلي سكوت	Q11424	film	83	https://ar.wikipedia.org/wiki/%D9%81%D8%B6%D8%A7%D8%A6%D9%8A_(%D9%81%D9%84%D9%85)
http://www.wikidata.org/entity/Q1036	ar	أوغندا	دولة في شرق أفريقيا	Q6256	country	312	https://ar.wikipedia.org/wiki/%D8%A3%D9%88%D8%BA%D9%86%D8%AF%D8%A7
http://www.wikidata.org/entity/Q1037	ar	رواندا	دولة في شرق أفريقيا	Q6256	country	301	https://ar.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%D8%AF%D8%A7
http://www.wikidata.org/entity/Q103717	ar	روفانييمي	بلدية في فنلندا	Q515	city	110	https://ar.wikipedia.org/wiki/%D8%B1%D9%88%D9%81%D8%A7%D9%86%D9%8A%D9%8A%D9%85%D9%8A
http://www.wikidata.org/entity/Q103725	ar	هافنارفيوردور		Q515	city	84	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D9%81%D9%86%D8%A7%D8%B1%D9%81%D9%8A%D9%88%D8%B1%D8%AF%D9%88%D8%B1
http://www.wikidata.org/entity/Q103892	ar	زابجه		Q515	city	79	https://ar.wikipedia.org/wiki/%D8%B2%D8%A7%D8%A8%D8%AC%D9%87
http://www.wikidata.org/entity/Q1039	ar	ساو تومي وبرينسيب	دولة جزرية في المحيط الأطلسي غرب أفريقيا	Q6256	country	271	https://ar.wikipedia.org/wiki/%D8%B3%D8%A7%D9%88_%D8%AA%D9%88%D9%85%D9%8A_%D9%88%D8%A8%D8%B1%D9%8A%D9%86%D8%B3%D9%8A%D8%A8
http://www.wikidata.org/entity/Q1041	ar	السنغال	دولة في غرب أفريقيا	Q6256	country	304	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%86%D8%BA%D8%A7%D9%84
http://www.wikidata.org/entity/Q104123	ar	خيال رخيص	فيلم أُصدر سنة 1994، من إخراج كوينتن تارانتينو	Q11424	film	107	https://ar.wikipedia.org/wiki/%D8%AE%D9%8A%D8%A7%D9%84_%D8%B1%D8%AE%D9%8A%D8%B5
http://www.wikidata.org/entity/Q1042	ar	سيشل	دولة جزيرية في المحيط الهندي و شرق أفريقيا	Q6256	country	277	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%B4%D9%84
http://www.wikidata.org/entity/Q1042397	ar	ميسا		Q9143	programming language	11	https://ar.wikipedia.org/wiki/%D9%85%D9%8A%D8%B3%D8%A7_(%D9%84%D8%BA%D8%A9_%D8%A8%D8%B1%D9%85%D8%AC%D8%A9)
http://www.wikidata.org/entity/Q104302	ar	خوجوف		Q515	city	76	https://ar.wikipedia.org/wiki/%D8%AE%D9%88%D8%AC%D9%88%D9%81
http://www.wikidata.org/entity/Q1044	ar	سيراليون	دولة في غرب أفريقيا	Q6256	country	291	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%B1%D8%A7%D9%84%D9%8A%D9%88%D9%86
http://www.wikidata.org/entity/Q1045	ar	الصومال	دولة في شرق أفريقيا	Q6256	country	322	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84
http://www.wikidata.org/entity/Q104712	ar	إلبلنغ	مدينة في بولندا	Q515	city	76	https://ar.wikipedia.org/wiki/%D8%A5%D9%84%D8%A8%D9%84%D9%86%D8%BA
http://www.wikidata.org/entity/Q104720	ar	جلونا غورا		Q515	city	82	https://ar.wikipedia.org/wiki/%D8%AC%D9%84%D9%88%D9%86%D8%A7_%D8%BA%D9%88%D8%B1%D8%A7
http://www.wikidata.org/entity/Q104725	ar	بوتسك	مدينة في بولندا	Q515	city	74	https://ar.wikipedia.org/wiki/%D8%A8%D9%88%D8%AA%D8%B3%D9%83
http://www.wikidata.org/entity/Q1047293	ar	جامعة كاليفورنيا، سانتا كروز	جامعة في سانتا كروز، كاليفورنيا، الولايات المتحدة	Q3918	university	39	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%83%D8%A7%D9%84%D9%8A%D9%81%D9%88%D8%B1%D9%86%D9%8A%D8%A7_(%D8%B3%D8%A7%D9%86%D8%AA%D8%A7_%D9%83%D8%B1%D9%88%D8%B2)
http://www.wikidata.org/entity/Q104731	ar	غورجوف ويلكوبولسكي		Q515	city	79	https://ar.wikipedia.org/wiki/%D8%BA%D9%88%D8%B1%D8%AC%D9%88%D9%81_%D9%88%D9%8A%D9%84%D9%83%D9%88%D8%A8%D9%88%D9%84%D8%B3%D9%83%D9%8A
http://www.wikidata.org/entity/Q104740	ar	رادوم		Q515	city	81	https://ar.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%D9%88%D9%85
http://www.wikidata.org/entity/Q1049	ar	السودان	دولة عربية تقع في شمال شرق إفريقيا	Q6256	country	332	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86
http://www.wikidata.org/entity/Q1049708	ar	إيه شارب		Q9143	programming language	13	https://ar.wikipedia.org/wiki/%D8%A5%D9%8A%D9%87_%D8%B4%D8%A7%D8%B1%D8%A8
http://www.wikidata.org/entity/Q1050	ar	إسواتيني	دولة في أفريقيا الجنوبية محاطة بدولة جنوب أفريقيا	Q6256	country	286	https://ar.wikipedia.org/wiki/%D8%A5%D8%B3%D9%88%D8%A7%D8%AA%D9%8A%D9%86%D9%8A
http://www.wikidata.org/entity/Q105031	ar	وحيد في المنزل	فيلم أُصدر سنة 1990، من إخراج كريس كولومبوس	Q11424	film	82	https://ar.wikipedia.org/wiki/%D9%88%D8%AD%D9%8A%D8%AF_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84
http://www.wikidata.org/entity/Q105037	ar	كاياو		Q515	city	76	https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D9%8A%D8%A7%D9%88
http://www.wikidata.org/entity/Q105048	ar	سووبسك		Q515	city	71	https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D9%88%D8%A8%D8%B3%D9%83
http://www.wikidata.org/entity/Q105060	ar	سوسنوفييتس	مدينة في بولندا	Q515	city	87	https://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B3%D9%86%D9%88%D9%81%D9%8A%D9%8A%D8%AA%D8%B3
http://www.wikidata.org/entity/Q105084	ar	غليفيتسه	مدينة في جنوب بولندا	Q515	city	85	https://ar.wikipedia.org/wiki/%D8%BA%D9%84%D9%8A%D9%81%D9%8A%D8%AA%D8%B3%D9%87
http://www.wikidata.org/entity/Q1052614	ar	جامعة يوتا الحكومية	جامعة في يوتا، الولايات المتحدة	Q3918	university	27	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D9%8A%D8%A9
http://www.wikidata.org/entity/Q1053535	ar	بروسيسنج	لغة برمجة مفتوحة المصدر	Q9143	programming language	32	https://ar.wikipedia.org/wiki/%D8%A8%D8%B1%D9%88%D8%B3%D9%8A%D8%B3%D9%86%D8%AC
http://www.wikidata.org/entity/Q1056057	ar	كويك بيزك		Q9143	programming language	21	https://ar.wikipedia.org/wiki/%D9%83%D9%88%D9%8A%D9%83_%D8%A8%D9%8A%D8%B2%D9%83
http://www.wikidata.org/entity/Q1056373	ar	جامعة غالوديت	جامعة في واشنطن، الولايات المتحدة	Q3918	university	32	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%BA%D8%A7%D9%84%D9%88%D8%AF%D9%8A%D8%AA
http://www.wikidata.org/entity/Q1057199	ar	جامعة هوكايدو	جامعة في هاكوداته، هوكايدو، اليابان	Q3918	university	35	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%87%D9%88%D9%83%D8%A7%D9%8A%D8%AF%D9%88
http://www.wikidata.org/entity/Q1057802	ar	اي بي سي		Q9143	programming language	33	https://ar.wikipedia.org/wiki/%D8%A3%D9%8A%D9%87_%D8%A8%D9%8A_%D8%B3%D9%8A_(%D9%84%D8%BA%D8%A9_%D8%A8%D8%B1%D9%85%D8%AC%D8%A9)
http://www.wikidata.org/entity/Q1057898	ar	لغة إميليانو		Q34770	language	28	https://ar.wikipedia.org/wiki/%D9%84%D8%BA%D8%A9_%D8%A5%D9%85%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D9%88
http://www.wikidata.org/entity/Q1062121	ar	جامعة جنوب المحيط الهادئ	جامعة في توفالو	Q3918	university	30	
http://www.wikidata.org/entity/Q106274	ar	لغنيتسا	مدينة في بولندا	Q515	city	72	https://ar.wikipedia.org/wiki/%D9%84%D8%BA%D9%86%D9%8A%D8%AA%D8%B3%D8%A7
http://www.wikidata.org/entity/Q106316	ar	جمعية الشعراء الموتى	فيلم أمريكي صدر سنة 1989	Q11424	film	85	https://ar.wikipedia.org/wiki/%D8%AC%D9%85%D8%B9%D9%8A%D8%A9_%D8%A7%D9%84%D8%B4%D8%B9%D8%B1%D8%A7%D8%A1_%D8%A7%D9%84%D9%85%D9%88%D8%AA%D9%89
http://www.wikidata.org/entity/Q1063665	ar	جامعة الاقتصاد في براغ	جامعة في التشيك	Q3918	university	24	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF_%D9%81%D9%8A_%D8%A8%D8%B1%D8%A7%D8%BA
http://www.wikidata.org/entity/Q1064516	ar	سي شيل		Q9143	programming language	23	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A_%D8%B4%D9%8A%D9%84
http://www.wikidata.org/entity/Q1064573	ar	جامعة الخزر	جامعة في باكو، أذربيجان	Q3918	university	22	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%AE%D8%B2%D8%B1
http://www.wikidata.org/entity/Q1065414	ar	الجامعة الحرة بأمستردام	جامعة في هولندا	Q3918	university	37	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%AD%D8%B1%D8%A9_%D8%A8%D8%A3%D9%85%D8%B3%D8%AA%D8%B1%D8%AF%D8%A7%D9%85
http://www.wikidata.org/entity/Q106583	ar	بييلسكو-بياوا	مدينة في بولندا	Q515	city	78	https://ar.wikipedia.org/wiki/%D8%A8%D9%8A%D9%8A%D9%84%D8%B3%D9%83%D9%88-%D8%A8%D9%8A%D8%A7%D9%88%D8%A7
http://www.wikidata.org/entity/Q1067540	ar	شارم++	لغة برمجة كائنية التوجه	Q9143	programming language	10	https://ar.wikipedia.org/wiki/%D8%B4%D8%A7%D8%B1%D9%85%2B%2B
http://www.wikidata.org/entity/Q1067986	ar	لغة الخزر		Q34770	language	39	https://ar.wikipedia.org/wiki/%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%AE%D8%B2%D8%B1
http://www.wikidata.org/entity/Q10686	ar	بلفاست	عاصمة أيرلندا الشمالية	Q515	city	161	https://ar.wikipedia.org/wiki/%D8%A8%D9%84%D9%81%D8%A7%D8%B3%D8%AA
http://www.wikidata.org/entity/Q106896	ar	اسافيوردور		Q515	city	68	https://ar.wikipedia.org/wiki/%D8%A7%D8%B3%D8%A7%D9%81%D9%8A%D9%88%D8%B1%D8%AF%D9%88%D8%B1
http://www.wikidata.org/entity/Q10690	ar	كارديف	عاصمة بلاد غالة في المملكة المتحدة	Q515	city	161	https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D8%B1%D8%AF%D9%8A%D9%81
http://www.wikidata.org/entity/Q1069994	ar	جامعة طوكيو للعلوم	جامعة في شينجوكو، طوكيو، اليابان	Q3918	university	23	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B7%D9%88%D9%83%D9%8A%D9%88_%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85
http://www.wikidata.org/entity/Q1070391	ar	اللغة السبئية	لغة سامية عربية جنوبية قديمة	Q34770	language	28	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%B3%D8%A8%D8%A6%D9%8A%D8%A9
http://www.wikidata.org/entity/Q107094	ar	ريبنيك		Q515	city	70	https://ar.wikipedia.org/wiki/%D8%B1%D9%8A%D8%A8%D9%86%D9%8A%D9%83
http://www.wikidata.org/entity/Q107106	ar	يزتشمبية ازدرويي	مدينة في بولندا	Q515	city	63	https://ar.wikipedia.org/wiki/%D9%8A%D8%B2%D8%AA%D8%B4%D9%85%D8%A8%D9%8A%D8%A9_%D8%A7%D8%B2%D8%AF%D8%B1%D9%88%D9%8A%D9%8A
http://www.wikidata.org/entity/Q10713	ar	اللغة اللوية		Q34770	language	54	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D9%84%D9%88%D9%8A%D8%A9
http://www.wikidata.org/entity/Q10717	ar	جورج تاون	عاصمة غيانا	Q515	city	144	https://ar.wikipedia.org/wiki/%D8%AC%D9%88%D8%B1%D8%AC_%D8%AA%D8%A7%D9%88%D9%86
http://www.wikidata.org/entity/Q1072029	ar	جامعة ويلز	جامعة في كارديف، المملكة المتحدة	Q3918	university	25	https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D9%88%D9%8A%D9%84%D8%B2
http://www.wikidata.org/entity/Q107258515	ar	الدولة البهلوية	مملكة سابقة في غرب آسيا (1925 - 1979)	Q6256	country	41	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9_%D8%A7%D9%84%D8%A8%D9%87%D9%84%D9%88%D9%8A%D8%A9
http://www.wikidata.org/entity/Q107398	ar	أكرانيس	مدينة على الساحل الغربي لأيسلندا على بعد 20 كم شمال عاصمة ريكيافيك	Q515	city	66	https://ar.wikipedia.org/wiki/%D8%A3%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%B3
http://www.wikidata.org/entity/Q107401	ar	سيواس	عاصمة محافظة سيواس	Q515	city	90	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D9%88%D8%A7%D8%B3
