sourceEntityId	propertyId	targetEntityId	relationLabel
Q1032	P31	Q6256	instance-of
Q10322066	P31	Q34770	instance-of
Q10322118	P31	Q34770	instance-of
Q10322127	P31	Q34770	instance-of
Q10322149	P31	Q34770	instance-of
Q10322157	P31	Q34770	instance-of
Q1032453	P31	Q34770	instance-of
Q1033	P31	Q6256	instance-of
Q103474	P31	Q11424	instance-of
Q103569	P31	Q11424	instance-of
Q1036	P31	Q6256	instance-of
Q1037	P31	Q6256	instance-of
Q103717	P31	Q515	instance-of
Q103725	P31	Q515	instance-of
Q103892	P31	Q515	instance-of
Q1039	P31	Q6256	instance-of
Q1039346	P31	Q34770	instance-of
Q10408315	P31	Q34770	instance-of
Q1041	P31	Q6256	instance-of
Q104123	P31	Q11424	instance-of
Q1041765	P31	Q34770	instance-of
Q1042	P31	Q6256	instance-of
Q104224080	P31	Q34770	instance-of
Q1042397	P31	Q9143	instance-of
Q10425920	P31	Q34770	instance-of
Q10427485	P31	Q34770	instance-of
Q104302	P31	Q515	instance-of
Q10433128	P31	Q34770	instance-of
Q1043515	P31	Q34770	instance-of
Q1044	P31	Q6256	instance-of
Q10441336	P31	Q34770	instance-of
Q1045	P31	Q6256	instance-of
Q10465931	P31	Q34770	instance-of
Q10467281	P31	Q34770	instance-of
Q10470289	P31	Q34770	instance-of
Q104712	P31	Q515	instance-of
Q104720	P31	Q515	instance-of
Q104725	P31	Q515	instance-of
Q1047293	P31	Q3918	instance-of
Q104731	P31	Q515	instance-of
Q104740	P31	Q515	instance-of
Q10474818	P31	Q34770	instance-of
Q104834820	P31	Q34770	instance-of
Q104841730	P31	Q34770	instance-of
Q104842001	P31	Q34770	instance-of
Q1048461	P31	Q3918	instance-of
Q10488401	P31	Q34770	instance-of
Q1049	P31	Q6256	instance-of
Q10495601	P31	Q34770	instance-of
Q1049708	P31	Q9143	instance-of
Q1050	P31	Q6256	instance-of
Q10502327	P31	Q34770	instance-of
Q105031	P31	Q11424	instance-of
Q105037	P31	Q515	instance-of
Q105048	P31	Q515	instance-of
Q105060	P31	Q515	instance-of
Q105061442	P31	Q34770	instance-of
Q105062703	P31	Q34770	instance-of
Q105084	P31	Q515	instance-of
Q105092416	P31	Q34770	instance-of
Q10510360	P31	Q34770	instance-of
Q10510745	P31	Q34770	instance-of
Q10510783	P31	Q34770	instance-of
Q10511001	P31	Q34770	instance-of
Q10511004	P31	Q34770	instance-of
Q10511016	P31	Q34770	instance-of
Q10511225	P31	Q34770	instance-of
Q10511230	P31	Q34770	instance-of
Q105150962	P31	Q34770	instance-of
Q105161535	P31	Q34770	instance-of
Q105196606	P31	Q34770	instance-of
Q105196607	P31	Q34770	instance-of
Q105196677	P31	Q34770	instance-of
Q105198599	P31	Q34770	instance-of
Q105198600	P31	Q34770	instance-of
Q105198636	P31	Q34770	instance-of
Q105198637	P31	Q34770	instance-of
Q105198681	P31	Q34770	instance-of
Q105198682	P31	Q34770	instance-of
Q105198683	P31	Q34770	instance-of
Q105198744	P31	Q34770	instance-of
Q1052614	P31	Q3918	instance-of
Q105288428	P31	Q34770	instance-of
Q105320180	P31	Q34770	instance-of
Q1053535	P31	Q9143	instance-of
Q10535532	P31	Q34770	instance-of
Q105360304	P31	Q34770	instance-of
Q105394037	P31	Q34770	instance-of
Q10543322	P31	Q34770	instance-of
Q1054365	P31	Q9143	instance-of
Q105453097	P31	Q34770	instance-of
Q10547021	P31	Q34770	instance-of
Q10549839	P31	Q34770	instance-of
Q10549849	P31	Q34770	instance-of
Q10549851	P31	Q34770	instance-of
Q10549852	P31	Q34770	instance-of
Q10549854	P31	Q34770	instance-of
Q10550183	P31	Q34770	instance-of
Q10550184	P31	Q34770	instance-of
Q10550697	P31	Q34770	instance-of
Q10551249	P31	Q34770	instance-of
Q1055287	P31	Q34770	instance-of
Q105582944	P31	Q34770	instance-of
Q1056057	P31	Q9143	instance-of
Q105627498	P31	Q34770	instance-of
Q1056373	P31	Q3918	instance-of
Q10566515	P31	Q34770	instance-of
Q105677219	P31	Q34770	instance-of
Q1057199	P31	Q3918	instance-of
Q10575155	P31	Q34770	instance-of
Q10575729	P31	Q34770	instance-of
Q10576334	P31	Q34770	instance-of
Q10576338	P31	Q34770	instance-of
Q10576387	P31	Q34770	instance-of
Q10576453	P31	Q34770	instance-of
Q10577017	P31	Q34770	instance-of
Q10577273	P31	Q34770	instance-of
Q10577274	P31	Q34770	instance-of
Q10577424	P31	Q34770	instance-of
Q10577443	P31	Q34770	instance-of
Q10577501	P31	Q34770	instance-of
Q10577724	P31	Q34770	instance-of
Q10577823	P31	Q34770	instance-of
Q1057802	P31	Q9143	instance-of
Q1057898	P31	Q34770	instance-of
Q10586712	P31	Q34770	instance-of
Q10590149	P31	Q34770	instance-of
Q105953310	P31	Q34770	instance-of
Q10600380	P31	Q34770	instance-of
Q10600396	P31	Q34770	instance-of
Q10600723	P31	Q34770	instance-of
Q10604066	P31	Q34770	instance-of
Q10604222	P31	Q34770	instance-of
Q10604331	P31	Q34770	instance-of
Q106103295	P31	Q34770	instance-of
Q1062121	P31	Q3918	instance-of
Q106274	P31	Q515	instance-of
Q106316	P31	Q11424	instance-of
Q10631927	P31	Q34770	instance-of
Q10632026	P31	Q34770	instance-of
Q10632195	P31	Q34770	instance-of
Q1063665	P31	Q3918	instance-of
Q106398670	P31	Q34770	instance-of
Q1064482	P31	Q34770	instance-of
Q1064516	P31	Q9143	instance-of
Q1064573	P31	Q3918	instance-of
Q1065414	P31	Q3918	instance-of
Q106554801	P31	Q34770	instance-of
Q106554892	P31	Q34770	instance-of
Q106562519	P31	Q34770	instance-of
Q106583	P31	Q515	instance-of
Q106608619	P31	Q34770	instance-of
Q106638475	P31	Q34770	instance-of
Q1067540	P31	Q9143	instance-of
Q1067986	P31	Q34770	instance-of
Q1068097	P31	Q34770	instance-of
Q1068112	P31	Q34770	instance-of
Q10686	P31	Q515	instance-of
Q106896	P31	Q515	instance-of
Q10690	P31	Q515	instance-of
Q106919818	P31	Q34770	instance-of
Q106920085	P31	Q34770	instance-of
Q106934583	P31	Q34770	instance-of
Q1069994	P31	Q3918	instance-of
Q1070391	P31	Q34770	instance-of
Q10706951	P31	Q34770	instance-of
Q107086896	P31	Q34770	instance-of
Q107086981	P31	Q34770	instance-of
Q107087480	P31	Q34770	instance-of
Q107094	P31	Q515	instance-of
Q10710522	P31	Q34770	instance-of
Q107106	P31	Q515	instance-of
Q10713	P31	Q34770	instance-of
Q1071609	P31	Q3918	instance-of
Q10717	P31	Q515	instance-of
Q107175785	P31	Q34770	instance-of
Q10719025	P31	Q34770	instance-of
Q10719289	P31	Q34770	instance-of
Q10720035	P31	Q34770	instance-of
Q10720036	P31	Q34770	instance-of
Q10720037	P31	Q34770	instance-of
Q10720039	P31	Q34770	instance-of
Q10720045	P31	Q34770	instance-of
Q10720050	P31	Q34770	instance-of
Q1072029	P31	Q3918	instance-of
Q107212528	P31	Q34770	instance-of
Q107222330	P31	Q34770	instance-of
Q10723405	P31	Q34770	instance-of
Q10723416	P31	Q34770	instance-of
Q10723454	P31	Q34770	instance-of
Q10723541	P31	Q34770	instance-of
Q10723597	P31	Q34770	instance-of
Q107258515	P31	Q6256	instance-of
Q107283523	P31	Q34770	instance-of
Q10729616	P31	Q34770	instance-of
Q107313245	P31	Q34770	instance-of
Q107388730	P31	Q34770	instance-of
Q107388867	P31	Q34770	instance-of
Q107398	P31	Q515	instance-of
Q107401	P31	Q515	instance-of
Q1074103	P31	Q3918	instance-of
Q107410460	P31	Q34770	instance-of
Q107427036	P31	Q34770	instance-of
Q107452086	P31	Q34770	instance-of
Q10751739	P31	Q34770	instance-of
Q107548681	P31	Q34770	instance-of
Q107582	P31	Q515	instance-of
Q1076606	P31	Q3918	instance-of
Q107675540	P31	Q34770	instance-of
Q107694220	P31	Q34770	instance-of
Q10771067	P31	Q34770	instance-of
Q107718199	P31	Q34770	instance-of
Q107722582	P31	Q34770	instance-of
Q107722584	P31	Q34770	instance-of
Q107722588	P31	Q34770	instance-of
Q107722590	P31	Q34770	instance-of
Q107722594	P31	Q34770	instance-of
Q107722596	P31	Q34770	instance-of
Q107722597	P31	Q34770	instance-of
Q107722599	P31	Q34770	instance-of
Q107722601	P31	Q34770	instance-of
Q107722602	P31	Q34770	instance-of
Q1077450	P31	Q34770	instance-of
Q107752469	P31	Q34770	instance-of
Q108099871	P31	Q34770	instance-of
Q108155	P31	Q515	instance-of
Q108223	P31	Q515	instance-of
Q1083	P31	Q515	instance-of
Q1083015	P31	Q34770	instance-of
Q108672	P31	Q515	instance-of
Q108679	P31	Q515	instance-of
Q10868363	P31	Q34770	instance-of
Q10882115	P31	Q34770	instance-of
Q108839994	P31	Q11424	instance-of
Q10884275	P31	Q34770	instance-of
Q108864467	P31	Q34770	instance-of
Q108887937	P31	Q34770	instance-of
Q1089069	P31	Q34770	instance-of
Q1089116	P31	Q34770	instance-of
Q1089151	P31	Q34770	instance-of
Q109092	P31	Q515	instance-of
Q1091095	P31	Q34770	instance-of
Q109116	P31	Q11424	instance-of
Q10913056	P31	Q34770	instance-of
Q109165661	P31	Q34770	instance-of
Q10919956	P31	Q34770	instance-of
Q109214	P31	Q482994	instance-of
Q109252766	P31	Q34770	instance-of
Q109256570	P31	Q34770	instance-of
Q109297657	P31	Q34770	instance-of
Q1093206	P31	Q34770	instance-of
Q109322418	P31	Q34770	instance-of
Q10933770	P31	Q34770	instance-of
Q109361777	P31	Q34770	instance-of
Q109386	P31	Q515	instance-of
Q109401654	P31	Q34770	instance-of
Q1094046	P31	Q3918	instance-of
Q10941068	P31	Q34770	instance-of
Q109421960	P31	Q34770	instance-of
Q109431506	P31	Q34770	instance-of
Q1094742	P31	Q3918	instance-of
Q10948482	P31	Q34770	instance-of
Q10949828	P31	Q34770	instance-of
Q10950308	P31	Q34770	instance-of
Q10950354	P31	Q34770	instance-of
Q10950421	P31	Q34770	instance-of
Q10950633	P31	Q34770	instance-of
Q10951226	P31	Q34770	instance-of
Q10951553	P31	Q34770	instance-of
Q10951638	P31	Q34770	instance-of
Q109535	P31	Q515	instance-of
Q109537502	P31	Q34770	instance-of
Q109545809	P31	Q34770	instance-of
Q1095608	P31	Q9143	instance-of
Q10957277	P31	Q34770	instance-of
Q10958896	P31	Q34770	instance-of
Q10961003	P31	Q34770	instance-of
Q10961665	P31	Q34770	instance-of
Q10961975	P31	Q34770	instance-of
Q10962292	P31	Q34770	instance-of
Q10962298	P31	Q34770	instance-of
Q10962309	P31	Q34770	instance-of
Q10962316	P31	Q34770	instance-of
Q10962737	P31	Q34770	instance-of
Q10963134	P31	Q34770	instance-of
Q10964025	P31	Q34770	instance-of
Q10973260	P31	Q34770	instance-of
Q10974017	P31	Q34770	instance-of
Q10974879	P31	Q34770	instance-of
Q10975121	P31	Q34770	instance-of
Q10975286	P31	Q34770	instance-of
Q10975356	P31	Q34770	instance-of
Q10975396	P31	Q34770	instance-of
Q10975611	P31	Q34770	instance-of
Q10977626	P31	Q34770	instance-of
Q10977716	P31	Q34770	instance-of
Q10977737	P31	Q34770	instance-of
Q10990152	P31	Q34770	instance-of
Q10994953	P31	Q34770	instance-of
Q10997740	P31	Q34770	instance-of
Q10998997	P31	Q34770	instance-of
Q110011	P31	Q515	instance-of
Q11001650	P31	Q34770	instance-of
Q11001714	P31	Q34770	instance-of
Q11001730	P31	Q34770	instance-of
Q11001739	P31	Q34770	instance-of
Q11001779	P31	Q34770	instance-of
Q11001788	P31	Q34770	instance-of
Q11002185	P31	Q34770	instance-of
Q11002210	P31	Q34770	instance-of
Q11002622	P31	Q34770	instance-of
Q11002851	P31	Q34770	instance-of
Q11002891	P31	Q34770	instance-of
Q11002922	P31	Q34770	instance-of
Q11003249	P31	Q34770	instance-of
Q11003311	P31	Q34770	instance-of
Q11003401	P31	Q34770	instance-of
Q11003439	P31	Q34770	instance-of
Q11003832	P31	Q34770	instance-of
Q11003859	P31	Q34770	instance-of
Q11004163	P31	Q34770	instance-of
Q11004218	P31	Q34770	instance-of
Q11004334	P31	Q34770	instance-of
Q11004666	P31	Q34770	instance-of
Q11004988	P31	Q34770	instance-of
Q11005332	P31	Q34770	instance-of
Q11005360	P31	Q34770	instance-of
Q11006056	P31	Q34770	instance-of
Q11006344	P31	Q34770	instance-of
Q11006832	P31	Q34770	instance-of
Q11007144	P31	Q34770	instance-of
Q11008159	P31	Q34770	instance-of
Q11008162	P31	Q34770	instance-of
Q11008360	P31	Q34770	instance-of
Q11008431	P31	Q34770	instance-of
Q11008568	P31	Q34770	instance-of
Q11008893	P31	Q34770	instance-of
Q11009194	P31	Q34770	instance-of
Q11009787	P31	Q34770	instance-of
Q11010149	P31	Q34770	instance-of
Q11010279	P31	Q34770	instance-of
Q11010783	P31	Q34770	instance-of
Q11011295	P31	Q34770	instance-of
Q11011389	P31	Q34770	instance-of
Q11011614	P31	Q34770	instance-of
Q11011870	P31	Q34770	instance-of
Q11011905	P31	Q34770	instance-of
Q11011951	P31	Q34770	instance-of
Q11013108	P31	Q34770	instance-of
Q11015105	P31	Q34770	instance-of
Q11015189	P31	Q34770	instance-of
Q11015820	P31	Q34770	instance-of
Q11016572	P31	Q34770	instance-of
Q11016905	P31	Q34770	instance-of
Q11017275	P31	Q34770	instance-of
Q11017443	P31	Q34770	instance-of
Q11018863	P31	Q34770	instance-of
Q11018949	P31	Q34770	instance-of
Q11019169	P31	Q34770	instance-of
Q11019185	P31	Q34770	instance-of
Q11019342	P31	Q34770	instance-of
Q11020264	P31	Q34770	instance-of
Q110218	P31	Q515	instance-of
Q11022615	P31	Q34770	instance-of
Q110245403	P31	Q34770	instance-of
Q11024697	P31	Q34770	instance-of
Q110251921	P31	Q34770	instance-of
Q110251938	P31	Q34770	instance-of
Q110276967	P31	Q34770	instance-of
Q11028619	P31	Q34770	instance-of
Q11028905	P31	Q34770	instance-of
Q11028974	P31	Q34770	instance-of
Q11029540	P31	Q34770	instance-of
Q11029738	P31	Q34770	instance-of
Q11030092	P31	Q34770	instance-of
Q11030685	P31	Q34770	instance-of
Q11030947	P31	Q34770	instance-of
Q11031321	P31	Q34770	instance-of
Q11031936	P31	Q34770	instance-of
Q11031964	P31	Q34770	instance-of
Q11033316	P31	Q34770	instance-of
Q11033658	P31	Q34770	instance-of
Q11033939	P31	Q34770	instance-of
Q11034212	P31	Q34770	instance-of
Q110413172	P31	Q34770	instance-of
Q11042324	P31	Q34770	instance-of
Q11043625	P31	Q34770	instance-of
Q11044246	P31	Q34770	instance-of
Q11044384	P31	Q34770	instance-of
Q11051591	P31	Q34770	instance-of
Q11052867	P31	Q34770	instance-of
Q11055484	P31	Q34770	instance-of
Q11056292	P31	Q34770	instance-of
Q11057478	P31	Q34770	instance-of
Q11061452	P31	Q34770	instance-of
Q110639824	P31	Q34770	instance-of
Q110653891	P31	Q34770	instance-of
Q1106819	P31	Q9143	instance-of
Q11072231	P31	Q34770	instance-of
Q110732	P31	Q515	instance-of
Q110736458	P31	Q34770	instance-of
Q110736897	P31	Q34770	instance-of
Q110736942	P31	Q34770	instance-of
Q110737014	P31	Q34770	instance-of
Q110737051	P31	Q34770	instance-of
Q110737080	P31	Q34770	instance-of
Q110812703	P31	Q34770	instance-of
Q1108934	P31	Q34770	instance-of
Q110903647	P31	Q34770	instance-of
Q11092831	P31	Q34770	instance-of
Q1109927	P31	Q34770	instance-of
Q1110149	P31	Q34770	instance-of
Q11110766	P31	Q34770	instance-of
Q11120157	P31	Q34770	instance-of
Q11120312	P31	Q34770	instance-of
Q11124792	P31	Q34770	instance-of
Q11126081	P31	Q34770	instance-of
Q11127231	P31	Q34770	instance-of
Q11128329	P31	Q34770	instance-of
Q11128374	P31	Q34770	instance-of
Q111285901	P31	Q34770	instance-of
Q11128658	P31	Q34770	instance-of
Q11128810	P31	Q34770	instance-of
Q11128833	P31	Q34770	instance-of
Q11128866	P31	Q34770	instance-of
Q11129508	P31	Q34770	instance-of
Q11129517	P31	Q34770	instance-of
Q11129537	P31	Q34770	instance-of
Q11129694	P31	Q34770	instance-of
Q11129733	P31	Q34770	instance-of
Q11130292	P31	Q34770	instance-of
Q11130307	P31	Q34770	instance-of
Q11130787	P31	Q34770	instance-of
Q11130804	P31	Q34770	instance-of
Q11132026	P31	Q34770	instance-of
Q11132859	P31	Q34770	instance-of
Q1113311	P31	Q515	instance-of
Q11134434	P31	Q34770	instance-of
Q111346251	P31	Q34770	instance-of
Q111360885	P31	Q34770	instance-of
Q111364656	P31	Q34770	instance-of
Q111364697	P31	Q34770	instance-of
Q111366015	P31	Q34770	instance-of
Q111366045	P31	Q34770	instance-of
Q111366384	P31	Q34770	instance-of
Q111367755	P31	Q34770	instance-of
Q11137550	P31	Q34770	instance-of
Q11137573	P31	Q34770	instance-of
Q11137618	P31	Q34770	instance-of
Q11137719	P31	Q34770	instance-of
Q11137851	P31	Q34770	instance-of
Q11137942	P31	Q34770	instance-of
Q11149315	P31	Q34770	instance-of
Q11150710	P31	Q34770	instance-of
Q11150714	P31	Q34770	instance-of
Q11152236	P31	Q34770	instance-of
Q11152243	P31	Q34770	instance-of
Q11152248	P31	Q34770	instance-of
Q11152253	P31	Q34770	instance-of
Q1115317	P31	Q34770	instance-of
Q11153465	P31	Q34770	instance-of
Q11153716	P31	Q34770	instance-of
Q11154769	P31	Q34770	instance-of
Q11154772	P31	Q34770	instance-of
Q11154776	P31	Q34770	instance-of
Q11155632	P31	Q34770	instance-of
Q11155635	P31	Q34770	instance-of
Q11155819	P31	Q34770	instance-of
Q11155821	P31	Q34770	instance-of
Q11157042	P31	Q34770	instance-of
Q11157342	P31	Q34770	instance-of
Q11157382	P31	Q34770	instance-of
Q1115878	P31	Q3918	instance-of
Q11158982	P31	Q34770	instance-of
Q11159067	P31	Q34770	instance-of
Q11159071	P31	Q34770	instance-of
Q11159524	P31	Q34770	instance-of
Q11159532	P31	Q34770	instance-of
Q11159536	P31	Q34770	instance-of
Q11160588	P31	Q34770	instance-of
Q11163308	P31	Q34770	instance-of
Q11164947	P31	Q34770	instance-of
Q11165235	P31	Q34770	instance-of
Q11167192	P31	Q34770	instance-of
Q11170629	P31	Q34770	instance-of
Q11173166	P31	Q34770	instance-of
Q11173588	P31	Q34770	instance-of
Q11182000	P31	Q34770	instance-of
Q11193772	P31	Q34770	instance-of
Q111938833	P31	Q34770	instance-of
Q11194	P31	Q515	instance-of
Q111972861	P31	Q34770	instance-of
Q11200640	P31	Q34770	instance-of
Q11207813	P31	Q34770	instance-of
Q112131902	P31	Q34770	instance-of
Q11214797	P31	Q34770	instance-of
Q112169115	P31	Q34770	instance-of
Q1121983	P31	Q3918	instance-of
Q11220654	P31	Q34770	instance-of
Q1122171	P31	Q3918	instance-of
Q1122188	P31	Q34770	instance-of
Q11222271	P31	Q34770	instance-of
Q112242019	P31	Q34770	instance-of
Q11250166	P31	Q34770	instance-of
Q11251864	P31	Q34770	instance-of
Q11252539	P31	Q34770	instance-of
Q11259563	P31	Q34770	instance-of
Q11260674	P31	Q34770	instance-of
Q112609315	P31	Q34770	instance-of
Q112622510	P31	Q34770	instance-of
Q112635957	P31	Q34770	instance-of
Q112657	P31	Q515	instance-of
Q11266334	P31	Q34770	instance-of
Q11269170	P31	Q34770	instance-of
Q112744654	P31	Q34770	instance-of
Q11275553	P31	Q34770	instance-of
Q112760813	P31	Q34770	instance-of
Q112762563	P31	Q34770	instance-of
Q112787165	P31	Q34770	instance-of
Q11280479	P31	Q34770	instance-of
Q11283696	P31	Q34770	instance-of
Q11288953	P31	Q34770	instance-of
Q112893	P31	Q34770	instance-of
Q112957914	P31	Q34770	instance-of
Q11297920	P31	Q34770	instance-of
Q1129925	P31	Q3918	instance-of
Q1131055	P31	Q3918	instance-of
Q113157814	P31	Q9143	instance-of
Q113245255	P31	Q34770	instance-of
Q113297976	P31	Q34770	instance-of
Q1133013	P31	Q3918	instance-of
Q1133089	P31	Q34770	instance-of
Q1133580	P31	Q9143	instance-of
Q113410861	P31	Q34770	instance-of
Q113411077	P31	Q34770	instance-of
Q1134292	P31	Q3918	instance-of
Q113430720	P31	Q34770	instance-of
Q113442170	P31	Q34770	instance-of
Q1134454	P31	Q515	instance-of
Q1134606	P31	Q3918	instance-of
Q113471585	P31	Q34770	instance-of
Q113512134	P31	Q34770	instance-of
Q1136189	P31	Q515	instance-of
Q1136926	P31	Q9143	instance-of
Q1137652	P31	Q3918	instance-of
Q1138080	P31	Q3918	instance-of
Q1138351	P31	Q34770	instance-of
Q1138374	P31	Q3918	instance-of
Q114	P31	Q6256	instance-of
Q1140136	P31	Q515	instance-of
Q1141484	P31	Q9143	instance-of
Q1142333	P31	Q34770	instance-of
Q114257	P31	Q515	instance-of
Q1142924	P31	Q3918	instance-of
Q1143040	P31	Q34770	instance-of
Q1144000	P31	Q3918	instance-of
Q114451679	P31	Q34770	instance-of
Q1144565	P31	Q3918	instance-of
Q1144631	P31	Q9143	instance-of
Q1144673	P31	Q3918	instance-of
Q1144682	P31	Q3918	instance-of
Q1145306	P31	Q3918	instance-of
Q1145414	P31	Q34770	instance-of
Q1145992	P31	Q3918	instance-of
Q1146247	P31	Q9143	instance-of
Q114680388	P31	Q34770	instance-of
Q1148613	P31	Q3918	instance-of
Q114862486	P31	Q34770	instance-of
Q115	P31	Q6256	instance-of
Q115004777	P31	Q34770	instance-of
Q1150105	P31	Q3918	instance-of
Q1152190	P31	Q3918	instance-of
Q115220	P31	Q3918	instance-of
Q115256	P31	Q515	instance-of
Q115276	P31	Q515	instance-of
Q1153276	P31	Q34770	instance-of
Q1154	P31	Q515	instance-of
Q115487586	P31	Q34770	instance-of
Q115517214	P31	Q34770	instance-of
Q115517517	P31	Q34770	instance-of
Q115531919	P31	Q34770	instance-of
Q1156	P31	Q515	instance-of
Q1156474	P31	Q9143	instance-of
Q11568	P31	Q515	instance-of
Q115704900	P31	Q34770	instance-of
Q115742930	P31	Q34770	instance-of
Q1157729	P31	Q34770	instance-of
Q115801363	P31	Q34770	instance-of
Q115812217	P31	Q34770	instance-of
Q1158134	P31	Q34770	instance-of
Q1158971	P31	Q34770	instance-of
Q1160312	P31	Q9143	instance-of
Q116044950	P31	Q34770	instance-of
Q1163234	P31	Q34770	instance-of
Q116341	P31	Q515	instance-of
Q116450240	P31	Q34770	instance-of
Q116450302	P31	Q34770	instance-of
Q116450348	P31	Q34770	instance-of
Q116450373	P31	Q34770	instance-of
Q116450533	P31	Q34770	instance-of
Q116450535	P31	Q34770	instance-of
Q116450964	P31	Q34770	instance-of
Q116456373	P31	Q34770	instance-of
Q116456761	P31	Q34770	instance-of
Q116482753	P31	Q34770	instance-of
Q11651781	P31	Q34770	instance-of
Q11651939	P31	Q34770	instance-of
Q11652079	P31	Q34770	instance-of
Q1165219	P31	Q9143	instance-of
Q1165865	P31	Q3918	instance-of
Q116737622	P31	Q34770	instance-of
Q116744054	P31	Q34770	instance-of
Q116789972	P31	Q34770	instance-of
Q116849	P31	Q34770	instance-of
Q116893937	P31	Q34770	instance-of
Q116921952	P31	Q34770	instance-of
Q116969960	P31	Q34770	instance-of
Q117	P31	Q6256	instance-of
Q117018117	P31	Q34770	instance-of
Q117040	P31	Q515	instance-of
Q117210028	P31	Q34770	instance-of
Q117236796	P31	Q34770	instance-of
Q117273335	P31	Q34770	instance-of
Q117273410	P31	Q34770	instance-of
Q11732021	P31	Q34770	instance-of
Q11732024	P31	Q34770	instance-of
Q11732040	P31	Q34770	instance-of
Q11732046	P31	Q34770	instance-of
Q11732048	P31	Q34770	instance-of
Q11732049	P31	Q34770	instance-of
Q11732121	P31	Q34770	instance-of
Q11732195	P31	Q34770	instance-of
Q11732205	P31	Q34770	instance-of
Q11732209	P31	Q34770	instance-of
Q11732210	P31	Q34770	instance-of
Q11732219	P31	Q34770	instance-of
Q11732220	P31	Q34770	instance-of
Q11732221	P31	Q34770	instance-of
Q11732224	P31	Q34770	instance-of
Q11732231	P31	Q34770	instance-of
Q11732235	P31	Q34770	instance-of
Q11732241	P31	Q34770	instance-of
Q11732247	P31	Q34770	instance-of
Q11732248	P31	Q34770	instance-of
Q11732253	P31	Q34770	instance-of
Q11732258	P31	Q34770	instance-of
Q11732264	P31	Q34770	instance-of
Q11732272	P31	Q34770	instance-of
Q11732281	P31	Q34770	instance-of
Q11732286	P31	Q34770	instance-of
Q11732297	P31	Q34770	instance-of
Q11732300	P31	Q34770	instance-of
Q11732302	P31	Q34770	instance-of
Q11732313	P31	Q34770	instance-of
Q11732320	P31	Q34770	instance-of
Q11732321	P31	Q34770	instance-of
Q11732322	P31	Q34770	instance-of
Q11732324	P31	Q34770	instance-of
Q11732325	P31	Q34770	instance-of
Q11732326	P31	Q34770	instance-of
Q11732339	P31	Q34770	instance-of
Q11732340	P31	Q34770	instance-of
Q11732341	P31	Q34770	instance-of
Q11732345	P31	Q34770	instance-of
Q11732346	P31	Q34770	instance-of
Q11732347	P31	Q34770	instance-of
Q11732359	P31	Q34770	instance-of
Q11732362	P31	Q34770	instance-of
Q11732373	P31	Q34770	instance-of
Q11732376	P31	Q34770	instance-of
Q11732388	P31	Q34770	instance-of
Q11732395	P31	Q34770	instance-of
Q11732402	P31	Q34770	instance-of
Q11732406	P31	Q34770	instance-of
Q11732415	P31	Q34770	instance-of
Q11732426	P31	Q34770	instance-of
Q11732427	P31	Q34770	instance-of
Q11732429	P31	Q34770	instance-of
Q11732444	P31	Q34770	instance-of
Q11732445	P31	Q34770	instance-of
Q11732448	P31	Q34770	instance-of
Q11732453	P31	Q34770	instance-of
Q11732457	P31	Q34770	instance-of
Q11732458	P31	Q34770	instance-of
Q11732459	P31	Q34770	instance-of
